pdb_id	delta_G_kJ_per_mol	total_sasa_A2	T_K	delta_S_est_kJ_per_molK	T_delta_S_kJ_per_mol	delta_H_kJ_per_mol
3zwz	-43.91	15049.92	298.15	0.04551769054982087	13.57109943742909	-30.338900562570906
4fxg	-43.86	181838.26	298.15	0.08393896699047915	25.026403008211357	-18.833596991788642
3vfv	-26.71	19164.16	298.15	0.04751075555194578	14.165331767812633	-12.544668232187368
4ap2	-43.94	30465.61	298.15	0.05207826442454207	15.527134538177217	-28.412865461822783
4gms	-43.94	108966.48	298.15	0.0717548042744784	21.393694894435736	-22.54630510556426
4g6v	-43.81	38251.02	298.15	0.054738963599957044	16.32042199732719	-27.48957800267281
4fao	-60.87	151697.91	298.15	0.07926628218163007	23.633242032453	-37.23675796754699
2lp0	-26.56	10005.44	298.15	0.04265255073097911	12.71685800044142	-13.84314199955858
4dn4	-60.83	22134.05	298.15	0.04881873534539449	14.555305943229367	-46.27469405677063
3swp	-43.47	33587.08	298.15	0.05318174454177252	15.856137135129476	-27.613862864870523
3uts	-20.3	80691.01	298.15	0.06593126994694176	19.657408134680686	-0.6425918653193143
3qwr	-49.65	25949.83	298.15	0.050376390259317276	15.019720755815445	-34.63027924418455
3qwq	-49.65	35386.05	298.15	0.05379446994576681	16.038821214330373	-33.61117878566962
4ayi	-49.65	24602.98	298.15	0.04984055644380973	14.85996190372187	-34.790038096278124
2ypl	-31.52	39960.65	298.15	0.05528577465690936	16.483453713957527	-15.036546286042473
4etw	-31.44	28706.06	298.15	0.05143121461793521	15.334216638337383	-16.105783361662617
4f48	-31.36	17659.53	298.15	0.04680929742731682	13.95619202795451	-17.40380797204549
3u8x	-31.21	35771.17	298.15	0.05392360173552469	16.077321857446684	-15.132678142553317
3sjh	-31.21	17564.09	298.15	0.046763813408649	13.942630967788698	-17.267369032211302
3tl8	-31.14	71504.87	298.15	0.06382422090750946	19.029191463573945	-12.110808536426056
4e05	-48.16	13668.75	298.15	0.04478850905263948	13.353693974044461	-34.806306025955536
4d9q	-60.06	54864.27	298.15	0.059628167678747866	17.778138193418673	-42.28186180658133
3sjv	-25.73	155441.35	298.15	0.07987044816321585	23.813374119862804	-1.9166258801371967
4dh2	-42.73	20459.66	298.15	0.04809294227039925	14.338910737919536	-28.391089262080463
4aye	-31.26	49523.71	298.15	0.05814923373735065	17.337194038791093	-13.922805961208908
2ly4	-36.88	24647.37	298.15	0.04985844706919451	14.865295993680343	-22.01470400631966
4dge	-25.2	28782.96	298.15	0.051459901211329	15.34276954615774	-9.85723045384226
4d9r	-65.06	55314.35	298.15	0.05974944705368487	17.814297639056143	-47.24570236094386
4g6j	-47.87	25729.15	298.15	0.05028956381985576	14.993833452889994	-32.87616654711
3uyp	-30.75	14853.5	298.15	0.04541609548491446	13.540808868827245	-17.209191131172755
2y5b	-30.69	42796.15	298.15	0.05616750656826133	16.746342083327114	-13.943657916672887
3vg9	-47.7	33866.13	298.15	0.053277845261106106	15.884789564598785	-31.81521043540122
4day	-47.64	13765.38	298.15	0.044840690010912565	13.36925172675358	-34.27074827324642
4ffz	-36.42	46772.54	298.15	0.05735618102001812	17.1007453711184	-19.319254628881602
4a49	-24.98	11860.51	298.15	0.04377563646442516	13.05170601186836	-11.92829398813164
3vfw	-24.84	19463.76	298.15	0.04764710061171523	14.205983047382896	-10.634016952617104
3qi2	-41.93	33302.1	298.15	0.05308318868787412	15.826752707289668	-26.103247292710332
3qbv	-36.08	48219.69	298.15	0.05777615956175367	17.225961973336855	-18.854038026663144
4gh7	-47.02	45836.44	298.15	0.05708104577005844	17.018713796342922	-30.00128620365708
4elm	-29.81	73519.8	298.15	0.064297475125729	19.1702922087361	-10.639707791263898
4exp	-35.96	24505.45	298.15	0.04980119188331854	14.848225360011421	-21.11177463998858
3tvm	-41.58	74863.58	298.15	0.06460949696253904	19.263321519381012	-22.316678480618986
3tu3	-41.35	31858.49	298.15	0.05257733022303567	15.675931005998084	-25.674068994001917
3oun	-41.3	17096.56	298.15	0.04653919465995851	13.875660887866628	-27.424339112133367
4a1s	-47.38	33594.26	298.15	0.05318422222115722	15.856875855238025	-31.52312414476198
3sqo	-64.5	43801.12	298.15	0.05647296583309093	16.83741476313606	-47.66258523686394
4ag2	-46.85	25979.56	298.15	0.050388059250453435	15.02319986552269	-31.82680013447731
3zu7	-46.69	22978.81	298.15	0.04917448721609003	14.661373363477242	-32.02862663652276
4f9l	-40.98	39507.33	298.15	0.0551419426457066	16.440570199817422	-24.539429800182575
4doh	-35.18	51107.97	298.15	0.05859593537550398	17.47037813220651	-17.70962186779349
4did	-29.8	15556.49	298.15	0.04577668659763513	13.648319109084914	-16.151680890915088
4ds8	-29.19	20431.72	298.15	0.04808058406136262	14.335226137895264	-14.854773862104738
4dtg	-57.86	22693.27	298.15	0.04905498150090941	14.62574273449614	-43.23425726550386
3v62	-40.54	36780.68	298.15	0.05425883096936042	16.177270453514808	-24.36272954648519
3vfp	-23.33	19546.98	298.15	0.04768478668234367	14.217219149340764	-9.112780850659234
4ayd	-34.74	50037.26	298.15	0.058294808004296476	17.380597006480993	-17.35940299351901
3vfm	-23.1	19507.25	298.15	0.047666805030904716	14.21185791996424	-8.888142080035761
3uze	-46.21	28799.82	298.15	0.051466185501853834	15.34464320737772	-30.86535679262228
4dkd	-40.11	30153.49	298.15	0.05196487741827848	15.493328202259727	-24.616671797740274
4dj9	-39.98	14374.61	298.15	0.045165545160000015	13.466107289454003	-26.513892710545996
3ukw	-56.84	19015.24	298.15	0.047442586964094514	14.145007303344778	-42.69499269665523
4f0a	-32.08	22303.93	298.15	0.04889081469921294	14.576796402570338	-17.50320359742966
4dcn	-31.29	37094.51	298.15	0.05436210499936325	16.208061605560154	-15.081938394439845
3uir	-53.43	25101.26	298.15	0.05004046306850218	14.919564063873924	-38.51043593612607
4gi3	-52.33	12517.56	298.15	0.044152065573618574	13.163938350774377	-39.166061649225625
3tg1	-34.22	23167.61	298.15	0.04925309741314368	14.684810993728787	-19.53518900627121
3v96	-51.13	15849.7	298.15	0.04592467268109458	13.692441159868348	-37.43755884013166
4dzv	-45.43	11182.43	298.15	0.043376056219977546	12.932571161986305	-32.4974288380137
4dg4	-31.78	44071.44	298.15	0.05655452955712076	16.861732987455554	-14.918267012544447
4an7	-48.49	15971.47	298.15	0.04598572863525463	13.710644992601168	-34.779355007398834
2yq7	-42.56	9761.51	298.15	0.04249736612250757	12.67058970942563	-29.88941029057437
3so3	-53.69	27862.28	298.15	0.05111389305646877	15.239607214786162	-38.450392785213836
4g35	-41.48	8398.15	298.15	0.04159182470536887	12.400602535905726	-29.07939746409427
3tvj	-46.93	17105.71	298.15	0.046543619918264556	13.876980278630576	-33.053019721369424
4djz	-46.55	41001.77	298.15	0.05561304979888181	16.581030797536613	-29.968969202463384
3w9e	-49.91	29082.03	298.15	0.05157110289252731	15.375924327407017	-34.53407567259298
2ypv	-60.06	29041.54	298.15	0.05155608127652148	15.37144563259488	-44.688554367405125
3wd5	-56.73	26221.84	298.15	0.050482906043821024	15.051478436965237	-41.678521563034764
3v6z	-39.5	53513.88	298.15	0.059261272699593914	17.668748455383923	-21.831251544616077
3tz1	-39.1	6148.62	298.15	0.03991856441225241	11.901719979513055	-27.198280020486948
3w8h	-38.73	13143.91	298.15	0.044501812300536785	13.268215337405042	-25.461784662594955
4gn4	-37.65	10988.32	298.15	0.043259453985741644	12.89780620584887	-24.75219379415113
4bpx	-37.68	57188.34	298.15	0.06024918908003982	17.96329572421387	-19.716704275786128
4c4p	-37.68	13072.73	298.15	0.04446249217804456	13.256492042883984	-24.423507957116016
4b1y	-37.49	17824.47	298.15	0.04688761439635569	13.979542232273449	-23.510457767726553
3zet	-37.31	23807.18	298.15	0.04951704075929545	14.763505702383938	-22.546494297616064
3zeu	-37.31	42836.98	298.15	0.05617998624904146	16.75006290015171	-20.55993709984829
3w2d	-52.73	29689.89	298.15	0.05179537198581387	15.442790157570403	-37.28720984242959
4bqd	-53.09	11820.85	298.15	0.043752585211515684	13.0448332808134	-40.045166719186604
4awx	-35.96	14550.71	298.15	0.04525815716264582	13.49371955804285	-22.466280441957153
4bfi	-35.51	21359.45	298.15	0.04848651400345668	14.456254150130608	-21.05374584986939
4fq0	-34.59	22587.12	298.15	0.049010363489423336	14.612439874371567	-19.977560125628436
4c5g	-34.17	22487.31	298.15	0.04896831463256554	14.599903007699416	-19.570096992300584
4g9f	-34.01	39719.33	298.15	0.055209309391571995	16.46065559509719	-17.549344404902808
4dx8	-33.71	53292.25	298.15	0.05920061643184952	17.65066378915593	-16.05933621084407
3zkq	-50.92	21061.45	298.15	0.04835710216782595	14.417670011337306	-36.502329988662694
4gko	-16.12	100071.94	298.15	0.07001438541324856	20.874789010960058	4.754789010960057
3vxu	-33.08	78232.6	298.15	0.06537967778259152	19.49295093087966	-13.58704906912034
4gaf	-67.04	22719.15	298.15	0.049065843805087675	14.628981330486889	-52.41101866951312
3vep	-28.47	27324.73	298.15	0.05090922475846486	15.178585361736298	-13.291414638263701
4asw	-39.95	12211.85	298.15	0.04397818300066214	13.112095261647417	-26.837904738352584
4geh	-45.27	26648.61	298.15	0.05064891667860569	15.100974507726285	-30.169025492273718
4c99	-39.63	26090.53	298.15	0.05043155598577846	15.036168417159848	-24.593831582840153
2lz6	-28.09	8297.7	298.15	0.04152229143877206	12.37987119246989	-15.71012880753011
3znz	-38.29	18074.81	298.15	0.047005791954507735	14.01477687123648	-24.27522312876352
4eig	-51.37	12805.9	298.15	0.04431413287628699	13.212258717064964	-38.157741282935035
3w8i	-49.47	13163.45	298.15	0.044512587639700923	13.27142800477683	-36.19857199522317
2m86	-49.0	9827.73	298.15	0.04253968420655002	12.683206846182888	-36.316793153817116
4glv	-48.71	39607.52	298.15	0.05517380225551952	16.450069142483144	-32.259930857516856
4bru	-38.24	18897.67	298.15	0.047388580160553646	14.128905174869068	-24.111094825130934
4aoq	-38.21	29357.05	298.15	0.05167285860240868	15.406262792308146	-22.803737207691853
4ekc	-43.71	43617.43	298.15	0.05641739729799285	16.820847004396565	-26.889152995603435
4ekd	-43.71	22257.89	298.15	0.04887130732090386	14.570980277727486	-29.139019722272515
4bq6	-43.2	33629.58	298.15	0.05319640661826741	15.860508633236428	-27.339491366763575
3wa5	-43.1	22683.82	298.15	0.04905101362132734	14.624559711198746	-28.475440288801256
4c9b	-43.07	31662.19	298.15	0.052507666249524854	15.655160692295834	-27.414839307704167
4bsr	-49.65	53485.16	298.15	0.05925341962916472	17.66640706243546	-31.983592937564538
3zjy	-31.52	152331.36	298.15	0.07936903644998552	23.663878217563184	-7.856121782436816
4g01	-31.21	19688.93	298.15	0.04774888390857296	14.236329737341027	-16.973670262658974
4geq	-31.14	17130.54	298.15	0.046555622609856746	13.880558881128788	-17.259441118871212
4bxz	-30.94	155756.38	298.15	0.07992095832413476	23.828433724340776	-7.111566275659225
4bj5	-25.82	44540.41	298.15	0.05669544080924681	16.903745677276934	-8.916254322723066
4gn5	-42.85	21040.95	298.15	0.04834816612089611	14.415005728945173	-28.434994271054826
4gla	-25.41	21228.39	298.15	0.04842971079534347	14.439318273631656	-10.970681726368344
3v3k	-42.31	139575.58	298.15	0.07725684373717737	23.03412796023943	-19.27587203976057
4eiz	-48.65	25833.16	298.15	0.050330532703301206	15.006048325489253	-33.643951674510745
4euk	-30.75	14784.07	298.15	0.0453800234070043	13.53005397879833	-17.21994602120167
4b1x	-30.61	17128.7	298.15	0.046554733462064554	13.880293781714546	-16.729706218285454
4g8g	-30.47	38411.39	298.15	0.05479076924986395	16.335867851846935	-14.134132148153064
4gn3	-30.46	93968.53	298.15	0.06877494655057567	20.505250314054134	-9.954749685945867
3zo0	-36.3	19680.09	298.15	0.04774489898534224	14.235141632479788	-22.06485836752021
3vza	-36.06	19227.14	298.15	0.047539505124147605	14.173903452764607	-21.886096547235397
4f0z	-47.93	23855.56	298.15	0.04953686156986326	14.76941527705473	-33.16058472294527
4cc4	-30.07	47899.83	298.15	0.057683881230781206	17.198449188957415	-12.871550811042585
4f37	-47.14	54166.81	298.15	0.05943924183806369	17.72180995401869	-29.418190045981312
4brw	-41.67	19576.07	298.15	0.04769794112319283	14.221141145879942	-27.44885885412006
3vv2	-58.7	13877.77	298.15	0.044901151633347	13.387278359482407	-45.312721640517594
4bkx	-30.26	22302.7	298.15	0.048890293803961864	14.576641097651228	-15.683358902348774
4aor	-41.18	28897.99	298.15	0.051502740290483906	15.355542017607775	-25.824457982392225
3vxs	-23.91	39077.53	298.15	0.05500480913744393	16.39968384432891	-7.510316155671092
3wn7	-46.44	25129.45	298.15	0.050051713143769036	14.922918273814737	-31.51708172618526
4g3y	-46.01	25817.69	298.15	0.050324444395850036	15.004233096622688	-31.00576690337731
3vxr	-28.61	39022.92	298.15	0.05498733119002507	16.394472794305972	-12.215527205694027
4dpg	-40.22	159623.01	298.15	0.08053680005698818	24.012046936991027	-16.207953063008972
4fza	-39.98	30053.85	298.15	0.05192855672405276	15.48249918727633	-24.497500812723665
3vux	-28.8	17733.83	298.15	0.046844621693585164	13.966723957942415	-14.833276042057586
3w6j	-41.39	46870.18	298.15	0.05738471982693999	17.109254216402157	-24.280745783597844
4doq	-39.12	30757.41	298.15	0.052183745400630616	15.558583691198017	-23.56141630880198
4gnk	-38.0	117461.87	298.15	0.07335193098352136	21.86987822273689	-16.13012177726311
4bd9	-42.86	20132.14	298.15	0.04794754133579304	14.295559449266694	-28.564440550733305
3zia	-7.53	245154.84	298.15	0.0926296849744592	27.617540575135006	20.087540575135005
4boh	-41.41	25376.8	298.15	0.05015015632693702	14.952269108876271	-26.457730891123724
4bpk	-45.11	14848.45	298.15	0.04541347462449658	13.540027459293654	-31.569972540706345
3wkt	-39.95	72252.01	298.15	0.06400047293788719	19.081741006431063	-20.86825899356894
4bkl	-37.46	23559.54	298.15	0.04941526821859538	14.733162219374213	-22.726837780625786
4cmh	-55.36	30428.85	298.15	0.052064940516575155	15.523162015016881	-39.83683798498312
3wry	-37.15	72239.25	298.15	0.06399747049414117	19.08084582782819	-18.06915417217181
4cmm	-34.8	12173.04	298.15	0.043955953568280456	13.105467556382816	-21.69453244361718
4byf	-34.51	78324.63	298.15	0.0654004813526596	19.49915351529546	-15.010846484704537
3wdg	-50.92	15067.54	298.15	0.04552677171855116	13.573806987886027	-37.34619301211397
4cu4	-33.79	28357.49	298.15	0.05130070045796617	15.295303841542612	-18.494696158457387
3wkn	-50.2	99419.51	298.15	0.06988373302488121	20.83583500136833	-29.364164998631672
3wn5	-33.08	60664.41	298.15	0.06115494439089886	18.233346670146492	-14.846653329853506
2mcn	-32.66	7916.21	298.15	0.04125430406555643	12.299970757145648	-20.36002924285435
4cdk	-32.66	52037.38	298.15	0.058854775687916895	17.54755137135242	-15.112448628647577
4cni	-62.78	55702.38	298.15	0.059853610836882024	17.845354071016374	-44.93464592898363
4cj2	-45.43	17997.38	298.15	0.04696932762368621	14.003905031002043	-31.42609496899796
3wo4	-44.66	38047.63	298.15	0.0546731043851397	16.3007860724294	-28.359213927570597
4c1n	-44.19	186163.75	298.15	0.08457673497013174	25.216553531344776	-18.973446468655222
4d0n	-27.07	26681.11	298.15	0.050661504301478144	15.104727507485707	-11.965272492514293
4bwq	-26.86	32458.76	298.15	0.05278903596030337	15.739051071564448	-11.120948928435551
3wrx	-32.41	72279.82	298.15	0.06400701574675437	19.083691744894814	-13.326308255105182
3wa0	-31.84	92871.75	298.15	0.06854799605686396	20.437585024353986	-11.402414975646014
4c4k	-31.78	9831.49	298.15	0.042542082761646886	12.683921975385019	-19.096078024614982
4bxl	-37.78	7152.45	298.15	0.04069762590484449	12.133997163529385	-25.646002836470615
2mp0	-9.14	20434.15	298.15	0.048081659215901615	14.335546695221066	5.195546695221065
4ct0	-43.11	24755.32	298.15	0.0499018873476864	14.8782477127127	-28.2317522872873
3wwk	-31.52	72463.33	298.15	0.06405015829625466	19.096554696028324	-12.423445303971675
2mj5	-30.63	8145.8	298.15	0.041416339168052076	12.348281522954725	-18.281718477045274
4cj1	-41.77	23950.11	298.15	0.04957553983929945	14.78094720308713	-26.989052796912873
3wwn	-29.56	15086.09	298.15	0.04553632646412916	13.576655735280108	-15.983344264719891
3wo3	-40.87	121650.77	298.15	0.07411816315305976	22.098330344084765	-18.771669655915233
2mur	-28.73	7819.77	298.15	0.04118554066641394	12.279468949691315	-16.450531050308683
4c2a	-45.74	20803.66	298.15	0.04824441174716247	14.38407136241649	-31.35592863758351
4cj0	-40.0	22367.81	298.15	0.04891784765770144	14.584856279143684	-25.415143720856314
4c2b	-45.92	80342.2	298.15	0.06585352423402754	19.634228250375312	-26.28577174962469
4edw	-45.66	25905.46	298.15	0.05035896264547877	15.014524712749493	-30.645475287250505
4c7n	-51.37	7681.06	298.15	0.0410858901311532	12.249758142603325	-39.12024185739667
2mv7	-50.27	11450.08	298.15	0.04353518673679828	12.980015925576406	-37.2899840744236
3wqb	-49.91	25520.44	298.15	0.05020710370142144	14.9692479685788	-34.9407520314212
4d0g	-32.79	11837.29	298.15	0.043762145181620485	13.047683585900147	-19.742316414099854
2mro	-21.83	7290.16	298.15	0.04080011851786822	12.164555336102408	-9.66544466389759
3wih	-44.07	47014.36	298.15	0.05742680732422204	17.1218026037168	-26.9481973962832
4cvw	-60.06	70484.91	298.15	0.06358211666944179	18.95700808499407	-41.10299191500593
3wwq	-25.37	39006.23	298.15	0.05498198711071639	16.39287945706009	-8.977120542939911
2mws	-24.81	8968.81	298.15	0.04197918862026974	12.516095087133422	-12.293904912866576
4d2g	-29.99	36398.21	298.15	0.054132371619880215	16.139566598467287	-13.850433401532712
